# golden parity table for FUZZY_HEPBURN_KUNREI: surface -> variants (oracle: fuzzy.py)
# one line per real surface; variants is a sorted comma-list (may be empty)
# surface	variants
sonaeru	
sonawaru	
sonemu	
sono	
sora	
soranjiru	soranziru
sorasu	
sore	
soregashi	soregasi
soreru	
sori	
sorikaeru	
soro	
soroban	
soroeru	
soroi	
sorou	
sorowanai	
soru	
soshiru	sosiru
sosogu	
sosonokasu	
sosoru	
sossuru	
soto	
sotobori	
sotsu	sotu
sou	
souke	
sourou	
soyogu	
sozoro	
sozoroni	
su	
subaru	
subashikoi	subasikoi
subashiri	subasiri
subayai	
sube	
subekaraku	
suberasu	
suberu	
subeshi	subesi
subete	
subomeru	
sudama	
sudare	
sudeni	
sue	
sueru	
sugame	
sugaru	
sugata	
suge	
sugeru	
sugi	
sugiru	
sugoi	
sugomu	
sugoroku	
sugorokuban	
sugosu	
sugu	
sugureru	
suhada	
sui	
suji	suzi
sukasu	
suke	
sukeru	
sukesou	
suki	
sukinoha	
sukoburu	
sukoshi	sukosi
sukoyaka	
suku	
sukumo	
sukumomushi	sukumomusi
sukumu	
sukunai	
sukuu	
sumai	
sumanai	
sumasu	
sumau	
sumi	
sumire	
sumiyaka	
sumomo	
sumu	
sun	
suna	
sunaji	sunazi
sunao	
sunatsuchi	sunatsuti,sunatuchi
sunawachi	sunawati
sune	
suneru	
sunoko	
suppon	
suraritoshitemimeyoi	suraritositemimeyoi
sureru	
suriheru	
suru	
surudoi	
surudokusuru	
surume	
susa	
susabu	
susamajii	susamazii
susamu	
sushi	susi
suso	
susonohida	
susu	
susugu	
susuki	
susumanai	
susumehagemasu	
susumeru	
susumu	
susurinaku	
susuru	
sutareru	
sutaru	
suteoku	
suteru	
sutoronchiumu	sutorontiumu
suu	
suwae	
suwaru	
suzu	
suzuki	
suzume	
suzumu	
suzuri	
suzushii	suzusii
suzushiikaze	suzusiikaze
suzuyaka	
ta	
taba	
tabakaru	
tabako	
tabaneru	
tabenokoshi	tabenokosi
taberu	
tabi	
tabo	
tabu	
taburakasu	
tabusa	
tachi	tati
tachibana	tatibana
tachikireru	tatikireru
tachimachi	tatimati
tachimotooru	tatimotooru
tachiuo	tatiuo
tada	
tadachini	tadatini
tadanaranu	
tadani	
tadareru	
tadashi	tadasi
tadashii	tadasii
tadashiikotoba	tadasiikotoba
tadashikunai	tadasikunai
tadasu	
tadayou	
tade	
tadori	
tadoru	
tae	
taeru	
tafu	tahu
taga	
tagaeru	
tagai	
tagaini	
tagane	
taganeru	
tagau	
tagayasu	
tagirakasu	
tagiru	
tagoshi	tagosi
tagui	
taguu	
tai	
taimai	
taimatsu	taimatu
taira	
tairageru	
tairagi	
tairaka	
tairanisuru	
taka	
takaashinonabe	takaasinonabe
takabe	
takaburu	
takadono	
takai	
takakukewashii	takakukewasii
takamaru	
takameru	
takamura	
takamushiro	takamusiro
takaneru	
takanna	
takara	
takatsuki	takatuki
take	
takedakeshii	takedakesii
takedakeshiisama	takedakesiisama
takegahikui	
takegoshi	takegosi
takemushiro	takemusiro
takenawa	
takenokawa	
takenoko	
takeru	
takeshi	takesi
takeshii	takesii
taki	
takigi	
tako	
taku	
takumashii	takumasii
takumi	
takumu	
takuramu	
takusannoizumi	
takusuru	
takuwaeru	
tama	
tamae	
tamago	
tamaki	
tamamono	
tamari	
tamaru	
tamashii	tamasii
tamatama	
tamato	
tamau	
tamawaru	
tamaya	
tame	
tamegi	
tameiki	
tameikisuru	
tamerau	
tameru	
tameshi	tamesi
tamesu	
tami	
tamo	
tamoto	
tamotsu	tamotu
tamou	
tamuro	
tamushi	tamusi
tan	
tana	
tanabiku	
tanago	
tanagokoro	
tane	
tani	
tanigawa	
tanimizu	
tanomoshii	tanomosii
tanomu	
tanoshii	tanosii
tanoshimu	tanosimu
tanuki	
tao	
taoreru	
taosu	
taoyaka	
tara	
tarai	
tarasu	
tare	
taregami	
tareginu	
tareru	
tari	
tariru	
tariumu	
taru	
taruki	
tarumeru	
tarumu	
tashika	tasika
tashikameru	tasikameru
tashikani	tasikani
tashinameru	tasinameru
tashinami	tasinami
tashinamu	tasinamu
tasogare	
tassuru	
tasu	
tasukaru	
tasuke	
tasukeru	
tasuki	
tataeru	
tatakau	
tataku	
tatami	
tatamu	
tatari	
tataru	
tatazumu	
tate	
tatefuda	tatehuda
tategami	
tateito	
tatematsuru	tatematuru
tateru	
tatoe	
tatoeru	
tatsu	tatu
tatsumi	tatumi
tattobu	
tattoi	
tawa	
tawagoto	
tawai	
tawameru	
tawamu	
tawamure	
tawamureru	
tawara	
tayasu	
tayasui	
tayori	
tayoru	
tayumu	
tazuna	
tazuneru	
tazusaeru	
tazusawaru	
te	
teatsui	teatui
teboko	
techi	teti
tefuki	tehuki
tegaru	
tegata	
teguruma	
tei	
tekase	
teki	
teko	
ten	
tenagazaru	
tenmado	
tenmaku	
tenohira	
tera	
terai	
terasu	
terau	
tereru	
teru	
tesuri	
tetsu	tetu
tetsuke	tetuke
tetsunokatamari	tetunokatamari
teu	
tewa	
tewazagasubayai	
to	
tobari	
tobasu	
tobenai	
tobi	
tobiagaru	
tobichiru	tobitiru
tobira	
tobiuo	
tobokeru	
toboshii	tobosii
toboso	
tobosu	
tobu	
tobuhi	
toburau	
tochi	toti
tochiyuu	totiyuu
todana	
todo	
todoke	
todokeru	
todokooru	
todoku	
todomaru	
todome	
todomeru	
todorokasu	
todoroku	
toga	
togameru	
togaru	
toge	
togeru	
togi	
togijiru	togiziru
togiregoe	
togireru	
togu	
toguro	
toi	
toiki	
toishi	toisi
tojiru	toziru
tokage	
tokaki	
tokari	
tokasu	
tokeru	
toki	
toko	
tokoro	
tokoshibari	tokosibari
toku	
toma	
tomaru	
tomeba	
tomeru	
tomi	
tomini	
tomo	
tomoe	
tomogara	
tomonau	
tomoni	
tomoshibi	tomosibi
tomoshibiooi	tomosibiooi
tomoshii	tomosii
tomosu	
tomozuna	
tomu	
tomurau	
ton	
tonae	
tonaeru	
tonari	
tonaru	
tonbi	
toneri	
toneriko	
tono	
tonto	
too	
tooi	
tookunagai	
toori	
tooru	
tooshi	toosi
toosu	
tora	
toraeru	
torawareru	
tori	
toridasu	
toride	
torikabuto	
torikaeru	
torikago	
toriko	
toriku	
torimidasu	
torisaru	
toritsukurou	toritukurou
toriumu	
toro	
torokasu	
torokeru	
toru	
tose	
toshi	tosi
toshiyori	tosiyori
toshokan	tosyokan
tosshinsuru	
totemo	
totonoeru	
totonou	
totonowanu	
totsu	totu
totsugu	totugu
tou	
touge	
toumaru	
touru	
toushin	tousin
tousu	
toutobu	
toutoi	
toya	
toyo	
tozashi	tozasi
tozasu	
tsu	tu
tsuba	tuba
tsubaki	tubaki
tsubakura	tubakura
tsubakuro	tubakuro
tsubame	tubame
tsubana	tubana
tsubasa	tubasa
tsubi	tubi
tsubo	tubo
tsubomeru	tubomeru
tsubomi	tubomi
tsubone	tubone
tsubu	tubu
tsubureru	tubureru
tsuburu	tuburu
tsubusani	tubusani
tsubusu	tubusu
tsubute	tubute
tsubuyaku	tubuyaku
tsuchi	tsuti,tuchi
tsuchibue	tsutibue,tuchibue
tsuchifuru	tsuchihuru,tsutifuru,tuchifuru
tsuchikau	tsutikau,tuchikau
tsuchikemuri	tsutikemuri,tuchikemuri
tsuchikure	tsutikure,tuchikure
tsuchinoe	tsutinoe,tuchinoe
tsuchinoto	tsutinoto,tuchinoto
tsudau	tudau
tsudou	tudou
tsue	tue
tsuga	tuga
tsugai	tugai
tsuge	tuge
tsugeru	tugeru
tsugi	tugi
tsugomori	tugomori
tsugu	tugu
tsugumi	tugumi
tsugumu	tugumu
tsugunai	tugunai
tsugunau	tugunau
tsui	tui
tsuibamu	tuibamu
tsuide	tuide
tsuieru	tuieru
tsuini	tuini
tsuitachi	tsuitati,tuitachi
tsuitate	tuitate
tsuiyasu	tuiyasu
tsuizu	tuizu
tsuji	tsuzi,tuji
tsuka	tuka
tsukae	tukae
tsukaeru	tukaeru
tsukai	tukai
tsukamaeru	tukamaeru
tsukamaru	tukamaru
tsukamu	tukamu
tsukaneru	tukaneru
tsukarasu	tukarasu
tsukareru	tukareru
tsukaru	tukaru
tsukasa	tukasa
tsukasadoru	tukasadoru
tsukasu	tukasu
tsukau	tukau
tsukawasu	tukawasu
tsuke	tuke
tsukehimo	tukehimo
tsukemono	tukemono
tsukeru	tukeru
tsuki	tuki
tsukige	tukige
tsukiji	tsukizi,tukiji
tsukinohikari	tukinohikari
tsukinoutsukushiihikari	tsukinoutsukusiihikari,tukinoutukushiihikari
tsukiru	tukiru
tsukisoi	tukisoi
tsukisou	tukisou
tsuku	tuku
tsukubau	tukubau
tsukuda	tukuda
tsukue	tukue
tsukuneru	tukuneru
tsukura	tukura
tsukuri	tukuri
tsukuriwarai	tukuriwarai
tsukurou	tukurou
tsukuru	tukuru
tsukusu	tukusu
tsukutsukuboushi	tsukutsukubousi,tukutukuboushi
tsuma	tuma
tsumabasamu	tumabasamu
tsumabiraka	tumabiraka
tsumadateru	tumadateru
tsumadatsu	tumadatu
tsumadoru	tumadoru
tsumako	tumako
tsumami	tumami
tsumamu	tumamu
tsumaru	tumaru
tsumashii	tsumasii,tumashii
tsumazuku	tumazuku
tsume	tume
tsumeato	tumeato
tsumeru	tumeru
tsumetai	tumetai
tsumi	tumi
tsumikasaneru	tumikasaneru
tsumori	tumori
tsumoru	tumoru
tsumu	tumu
tsumugi	tumugi
tsumugu	tumugu
tsumujikaze	tsumuzikaze,tumujikaze
tsumuru	tumuru
tsuna	tuna
tsunagu	tunagu
tsunbo	tunbo
tsune	tune
tsuneni	tuneni
tsuneru	tuneru
tsuno	tuno
tsunogiri	tunogiri
tsunoru	tunoru
tsunosaji	tsunosazi,tunosaji
tsunosakazuki	tunosakazuki
tsunzaku	tunzaku
tsuppori	tuppori
tsura	tura
tsurai	turai
tsuranaru	turanaru
tsuraneru	turaneru
tsuranuku	turanuku
tsuratsura	turatura
tsureai	tureai
tsurenai	turenai
tsureru	tureru
tsuri	turi
tsurigane	turigane
tsuriganesou	turiganesou
tsuriito	turiito
tsuru	turu
tsurubenawa	turubenawa
tsurugi	turugi
tsuruginoha	turuginoha
tsurusu	turusu
tsuta	tuta
tsutaeru	tutaeru
tsutanai	tutanai
tsutau	tutau
tsutawaru	tutawaru
tsute	tute
tsuto	tuto
tsutomaru	tutomaru
tsutomenai	tutomenai
tsutomeru	tutomeru
tsutoni	tutoni
tsutsu	tutu
tsutsuganai	tutuganai
tsutsuku	tutuku
tsutsumashii	tsutsumasii,tutumashii
tsutsumi	tutumi
tsutsumiutsu	tutumiutu
tsutsumu	tutumu
tsutsushi	tsutsusi,tutushi
tsutsushimanai	tsutsusimanai,tutushimanai
tsutsushimi	tsutsusimi,tutushimi
tsutsushimiosoreru	tsutsusimiosoreru,tutushimiosoreru
tsutsushimu	tsutsusimu,tutushimu
tsuu	tuu
tsuwamono	tuwamono
tsuya	tuya
tsuyagaaru	tuyagaaru
tsuyameku	tuyameku
tsuyoi	tuyoi
tsuyoiyumi	tuyoiyumi
tsuyokuisamashii	tsuyokuisamasii,tuyokuisamashii
tsuyomaru	tuyomaru
tsuyomeru	tuyomeru
tsuyu	tuyu
tsuzukeru	tuzukeru
tsuzuku	tuzuku
tsuzumaru	tuzumaru
tsuzumayaka	tuzumayaka
tsuzumeru	tuzumeru
tsuzumi	tuzumi
tsuzura	tuzura
tsuzuri	tuzuri
tsuzuru	tuzuru
u	
uba	
ubau	
ubu	
uchi	uti
uchiatarukoe	utiatarukoe
uchibari	utibari
uchigi	utigi
uchihimo	utihimo
uchiido	utiido
uchikake	utikake
uchiki	utiki
uchikizu	utikizu
ude	
udemakurisuru	
uderu	
udewa	
udon	
ue	
uejini	uezini
ueru	
ugai	
ugatsu	ugatu
ugokasu	
ugoku	
ugomeku	
ugui	
uguisu	
ui	
uji	uzi
ujimushi	ujimusi,uzimushi
ukaberu	
ukabu	
ukagaimeru	
ukagaimiru	
ukagau	
ukareru	
ukaru	
uke	
ukeru	
uketamawaru	
uki	
ukibori	
ukibukuro	
ukigusa	
ukikusa	
uku	
uma	
umagayamu	
umai	
umakai	
umare	
umareru	
umaru	
umaya	
umazake	
ume	
umeki	
umeku	
umeru	
umi	
umiebi	
umigame	
umihebi	
umoreru	
umu	
un	
unagasu	
unagi	
unai	
unaji	unazi
unari	
unaru	
unasareru	
unazuku	
une	
uneme	
uneru	
unu	
uo	
uoami	
ura	
urakata	
urameshii	uramesii
urami	
uramu	
uranai	
uranau	
uraniumu	
uraraka	
urayamu	
ure	
ureekurushimu	ureekurusimu
ureeru	
ureerusama	
urei	
ureru	
ureshii	uresii
uri	
uriwata	
uriyone	
uroko	
uru	
uruchi	uruti
urumu	
uruoi	
uruosu	
uruou	
urusagaru	
urusai	
urusakushaberu	urusakusyaberu
urushi	urusi
uruu	
uruwashii	uruwasii
usagi	
usagiami	
usagiuma	
useru	
ushi	usi
ushinau	usinau
ushio	usio
ushiro	usiro
ushitora	usitora
uso	
usobuku	
ussuru	
usu	
usuaoguroi	
usuba	
usuginu	
usui	
usuiakairo	
usuikifuda	usuikihuda
usujiku	usuziku
usumaru	
usumeru	
usumono	
usura	
usuragu	
usureru	
usutsuku	usutuku
usuzake	
usuzuku	
uta	
utagau	
utage	
utai	
utaime	
utata	
utau	
utautau	
utena	
utoi	
utomu	
utsu	utu
utsubari	utubari
utsubo	utubo
utsugi	utugi
utsuke	utuke
utsukushii	utsukusii,utukushii
utsukushiikane	utsukusiikane,utukushiikane
utsumuku	utumuku
utsuo	utuo
utsuro	uturo
utsuru	uturu
utsushi	utsusi,utushi
utsushiueru	utsusiueru,utushiueru
utsusu	utusu
utsutsu	ututu
utsuwa	utuwa
uttae	
uttaeru	
uttorisuru	
uwa	
uwaago	
uwabami	
uwagoto	
uwagusuri	
uwamezukai	
uwaru	
uwasa	
uyamau	
uyamuya	
uyauyashii	uyauyasii
uzu	
uzuku	
uzukumaru	
uzumaki	
uzumaru	
uzumeru	
uzumibi	
uzura	
uzutakai	
wa	
wabi	
wabiru	
wabishii	wabisii
wachi	wati
wadachi	wadati
wadachii	wadatii
wadakamaru	
waga	
waganeru	
wage	
wai	
waka	
wakai	
wakajini	wakazini
wakare	
wakareru	
wakaru	
wakasagi	
wakasu	
wakataka	
wakatsu	wakatu
wake	
wakeru	
waki	
wakibara	
wakibasamu	
wakibeya	
wakigi	
wakimaeru	
wakimizu	
wakinoshita	wakinosita
waku	
wameku	
wan	
wana	
wananaku	
wani	
wankago	
wara	
warabe	
warabi	
waraji	warazi
warajimushi	warajimusi,warazimushi
warataba	
warau	
warawa	
ware	
wareru	
wari	
warifu	warihu
warigo	
waru	
warugashikoi	warugasikoi
warui	
warukuiu	
wase	
washi	wasi
wasureru	
wata	
wataire	
watakushi	watakusi
wataru	
watashi	watasi
watasu	
watsu	watu
waza	
wazaogi	
wazato	
wazawai	
wazuka	
wazurau	
wazurawashii	wazurawasii
wazurawasu	
wo	
ya	
yaado	
yaaru	
yabu	
yabukarashi	yabukarasi
yabunirami	
yaburegoromo	
yabureru	
yaburetakaki	
yaburu	
yabusaka	
yabutabako	
yachi	yati
yado	
yadoru	
yadosu	
yagara	
yagate	
yagura	
yahazu	
yaiba	
yaito	
yajiri	yaziri
yakai	
yakamashii	yakamasii
yakara	
yakata	
yakeru	
yaki	
yakibata	
yakigari	
yakigome	
yakimono	
yakinabe	
yakita	
yakitsuchi	yakitsuti,yakituchi
yakko	
yaku	
yakusho	yakusyo
yama	
yamaai	
yamabi	
yamadori	
yamaguwa	
yamai	
yamainu	
yamamichi	yamamiti
yamamori	
yamanashi	yamanasi
yamanira	
yamanire	
yamanokatachi	yamanokatati
yamanotakai	
yamashii	yamasii
yamashina	yamasina
yamato	
yamenai	
yameru	
yami	
yamome	
yamoo	
yamu	
yana	
yanagi	
yanone	
yara	
yarai	
yari	
yaru	
yasai	
yasashii	yasasii
yaseru	
yasetekataitsuchi	yasetekataitsuti,yasetekataituchi
yasetsuchi	yasetsuti,yasetuchi
yashi	yasi
yashiki	yasiki
yashinau	yasinau
yashiro	yasiro
yasu	
yasude	
yasui	
yasumaru	
yasumeru	
yasumu	
yasunjiru	yasunziru
yasunzuru	
yasuraka	
yasuraku	
yasuri	
yatou	
yatsu	yatu
yatsureru	yatureru
yatsuru	yaturu
yatsusu	yatusu
yattsu	
yawa	
yawara	
yawarageru	
yawaragu	
yawaraka	
yawarakai	
yawarakakumatsuharu	yawarakakumatuharu
yaya	
yazutsu	yazutu
yo	
yoake	
yobina	
yobu	
yobukodori	
yodare	
yodomi	
yodomu	
yofune	yohune
yogiru	
yogoreru	
yogosu	
yoi	
yoikane	
yoikotoba	
yoishireru	yoisireru
yoiwarabe	
yojiru	yoziru
yoke	
yokeru	
yoki	
yoko	
yokogi	
yokoito	
yokome	
yokoshima	yokosima
yokotaeru	
yokotawaru	
yoku	
yokuiu	
yokushaberu	yokusyaberu
yokutsutsushimu	yokutsutsusimu,yokututushimu
yome	
yomi	
yomigaeru	
yomisuru	
yomogi	
yomu	
yon	
yonageru	
yone	
yonesake	
yonjuu	yonzyuu
yoreru	
yori	
yoroi	
yoroigusa	
yorokobasu	
yorokobi	
yorokobu	
yorokondeugoku	
yoromeku	
yoroshii	yorosii
yoroshiku	yorosiku
yorou	
yorozu	
yoru	
yoseru	
yoshi	yosi
yoshimi	yosimi
yoshitosuru	yositosuru
yosooi	
yosoou	
yosou	
yosu	
yosuga	
yotaka	
yotsu	yotu
yotsugi	yotugi
yotte	
yottsu	
you	
yousu	
youyaku	
youyou	
yowai	
yowaisuru	
yowamaru	
yowameru	
yowaru	
yoyo	
yu	
yubari	
yubi	
yubinomata	
yubukuro	
yudame	
yudaneru	
yuderu	
yudono	
yue	
yugake	
yugamu	
yugi	
yugote	
yuhazu	
yui	
yuka	
yukari	
yuki	
yukinayamu	
yukinoshita	yukinosita
yuku	
yume	
yumemiru	
yumi	
yumibukuro	
yumigatsuyoi	yumigatuyoi
yuminona	
yumushi	yumusi
yunomi	
yuragu	
yureru	
yuri	
yuru	
yurugase	
yurugu	
yurui	
yurumeru	
yurumi	
yurumu	
yurusu	
yuruyaka	
yuruyakade	
yusaburu	
yusuburu	
yusugu	
yusuru	
yutaka	
yuu	
yuugata	
yuumeshi	yuumesi
yuwaeru	
yuzu	
yuzuka	
yuzuriha	
yuzuru	
za	
zachi	zati
zai	
zakana	
zaki	
zaku	
zakuro	
zan	
zareru	
zaru	
zatsu	zatu
ze	
zechi	zeti
zei	
zeki	
zen	
zeni	
zeniaoi	
zenigame	
zenisashi	zenisasi
zenmai	
zero	
zetsu	zetu
zo	
zochi	zoti
zoi	
zoku	
zome	
zon	
zou	
zouri	
zu	
zubon	
zui	
zuimushi	zuimusi
zuka	
zukai	
zukare	
zuke	
zukeru	
zuki	
zukin	
zuku	
zukuri	
zumai	
zume	
zumi	
zurai	
zure	
zuri	
zurui	
zushi	zusi
zutai	
zutome	
zutsu	zutu
zutsuu	zutuu
